,X,n_obs,m,C_obs,N_scr,N_scr_se,sigma_scr,sigma_scr_se,lambda0_scr,scr_ran,runtime_scr,NLL_SCR,N,N_se,sigma,sigma_se,lambda0,beta,r,sescr_ran,runtime,runs,NLL_SESCR,N_better,sigma_better,mask_size,beta_true,sigma_true,mu0_true,r_true,N_true,lambda0_true,lambda0_better
191,1,159,22,21,72.03032987,13.3310001,0.038707702,0.001981616,0.833489088,1,0.124082057,409.9524602,62.28234941,12.73329321,0.065800645,0.014160448,0.156077606,0.22277811,0.418902291,1,1.289532542,20,346.5489938,1,1,4096,0.2,0.12,0.005,0.25,50,0.183793365,1
192,2,193,28,24,72.78425318,11.1832542,0.054239009,0.002419051,0.57970692,1,0.186970687,593.5395575,64.6236355,11.1851898,0.091270353,0.014058653,0.096395445,0.527820375,0.297285166,1,1.444216383,20,445.3494186,1,1,4096,0.4,0.12,0.005,0.25,50,0.095527998,1
193,3,117,21,22,55.45604051,10.14337351,0.059080636,0.004036787,0.338234641,1,0.158764696,413.0421577,44.96699551,9.809011391,0.104950102,0.023296689,0.073472322,0.588591458,0.312051029,1,0.864294446,20,336.7797005,1,1,4096,0.6,0.12,0.005,0.25,50,0.072247764,1
194,4,151,27,21,76.50063135,12.36533256,0.052410619,0.002786515,0.410591032,1,0.158217263,514.7893782,53.21875532,10.17581821,0.128633372,0.025908709,0.047465931,0.871655651,0.206148348,1,1.14449122,20,393.4533204,1,1,4096,0.8,0.12,0.005,0.25,50,0.048093106,1
195,5,158,25,22,59.50014335,9.586869266,0.066276997,0.003715613,0.334874728,1,0.16260794,566.9858328,47.53229298,8.877842509,0.124185638,0.021438058,0.058319726,0.93161526,0.236570663,1,1.163891101,20,426.0386892,1,1,4096,1,0.12,0.005,0.25,50,0.051599725,1
196,6,120,28,21,83.98778158,13.77970952,0.053012463,0.00338797,0.291917189,1,0.150479039,458.731386,47.8128879,9.642965238,0.303101188,0.19084347,0.008754637,0.104790204,0.155491014,1,0.872419802,20,407.6973135,1,1,4096,0.2,0.18,0.005,0.25,50,0.008661934,1
197,7,102,35,24,75.88326178,11.89751409,0.102822969,0.009923573,0.078537835,1,0.130895297,517.0573833,70.11342981,11.8048888,0.161798115,0.032194261,0.024033268,0.44846424,0.307952429,1,0.76905394,20,454.8131659,1,1,4096,0.4,0.18,0.005,0.25,50,0.030397875,1
198,8,113,33,23,92.87753471,14.06866069,0.067885693,0.004632072,0.14672405,1,0.161706777,512.5882345,51.18409725,7.524281773,0.341359919,0.138125593,0.008798232,0.675557298,0.136997471,1,0.900355605,20,444.7770461,1,0,4096,0.6,0.18,0.005,0.25,50,0.006829125,1
199,9,81,25,22,47.76599193,8.466388894,0.110291878,0.01167102,0.090397808,1,0.134167008,400.5410466,48.05014312,9.299391667,0.144827412,0.026704641,0.035276238,0.868877834,0.29643775,1,0.60135661,20,348.6877905,1,1,4096,0.8,0.18,0.005,0.25,50,0.037939237,1
200,10,71,30,23,83.08645206,14.61058646,0.085961504,0.008863804,0.071779362,1,0.110652419,371.7871922,77.00189016,17.53324899,0.134039847,0.03549828,0.024316993,0.519772132,0.316695891,1,0.575775715,20,340.8776738,1,1,4096,1,0.18,0.005,0.25,50,0.044291694,1
201,1,553,25,25,80.24187833,13.68359652,0.043708671,0.001400598,1.211129015,1,0.310972154,981.6348293,36.48862394,7.469054532,0.156091669,0.045313729,0.071835425,0.196382587,0.196961112,1,4.699072282,20,607.9474264,1,1,4096,0.2,0.12,0.01,0.25,50,0.065322182,1
202,2,614,28,25,62.98436784,9.16915689,0.0672885,0.001918103,0.803629673,1,0.511056979,1383.546123,39.54419508,5.560452045,0.167929683,0.028340703,0.060906718,0.520098367,0.17490025,1,5.528814332,20,737.7807675,1,1,4096,0.4,0.12,0.01,0.25,50,0.056437165,1
203,3,558,33,25,78.12742452,10.65617317,0.063919583,0.0018563,0.808885061,1,0.398279297,1278.650924,58.82519902,8.963602266,0.117099541,0.016396727,0.119521805,0.65121405,0.259966107,1,4.367569621,20,780.295686,1,1,4096,0.6,0.12,0.01,0.25,50,0.116067264,1
204,4,458,27,25,65.98548032,10.07573595,0.062178821,0.00204084,0.787030173,1,0.348365438,1071.613989,45.3417951,7.519683856,0.129729568,0.021071263,0.094344225,0.627284241,0.23821066,1,3.586021539,20,689.4416672,1,1,4096,0.8,0.12,0.01,0.25,50,0.094567561,1
205,5,365,21,24,43.60819812,7.150520853,0.075400767,0.002721886,0.628815817,1,0.392816293,955.3404172,40.60367595,7.189665621,0.099801133,0.01131471,0.179021041,1.49346134,0.281750699,1,2.934681853,20,576.481994,0,1,4096,1,0.12,0.01,0.25,50,0.159789851,1
206,6,562,39,25,88.76136214,11.07655544,0.074371466,0.002323351,0.406826499,1,0.739289534,1647.823956,56.14266433,7.113955611,0.170785496,0.028345618,0.054139458,0.271158025,0.265057796,1,4.246408864,20,1244.058909,1,1,4096,0.2,0.18,0.01,0.25,50,0.054565503,1
207,7,404,35,25,75.28166541,9.757239853,0.080343988,0.002794389,0.354709613,1,0.508378752,1309.400765,51.68212009,6.990307973,0.171877237,0.02913555,0.048480481,0.450022217,0.248179294,1,2.663135274,20,990.2303529,1,1,4096,0.4,0.18,0.01,0.25,50,0.053874519,1
208,8,344,29,25,65.78977573,9.620068483,0.078233268,0.003156469,0.314246936,1,0.390319947,1133.604656,38.10854729,4.447962084,0.215842629,0.038348957,0.032926174,0.663807283,0.20214382,1,2.239672617,20,869.8311357,1,1,4096,0.6,0.18,0.01,0.25,50,0.034162189,1
209,9,272,33,25,80.57997593,11.49244994,0.076348976,0.003651753,0.252159582,1,0.326414684,988.1229091,43.18583816,4.433831343,0.263059962,0.086523606,0.019991696,0.417666657,0.190305529,1,1.669711324,20,785.9368473,1,1,4096,0.8,0.18,0.01,0.25,50,0.022999088,1
210,10,252,34,25,66.79611777,9.187064515,0.096812352,0.005623865,0.204432655,1,0.338814004,975.1767765,48.08185125,5.954841148,0.178260047,0.025027968,0.048943502,1.064375624,0.254511241,1,1.646337978,20,767.2146821,1,1,4096,1,0.18,0.01,0.25,50,0.05008551,1
211,1,121,31,24,54.52752499,7.326833529,0.092814151,0.00637541,0.16136779,1,0.132584663,537.3769384,49.63137955,7.410370616,0.14847747,0.03748647,0.043481771,0.278869464,0.408367706,1,1.052536074,20,480.9972036,1,0,4096,0.2,0.12,0.005,0.5,50,0.036096826,1
212,2,72,24,22,44.93373027,7.732486281,0.098470482,0.010164257,0.102394613,1,0.145380362,350.1947406,44.67502697,8.001183832,0.131203707,0.026523142,0.042026873,0.424422201,0.503466617,1,0.63394924,20,331.9277682,0,1,4096,0.4,0.12,0.005,0.5,50,0.046227236,1
213,3,87,29,24,68.78967439,11.1980034,0.070793067,0.005940657,0.155803315,1,0.11985542,396.1593207,68.84854405,13.90164684,0.076738571,0.021386235,0.1151917,0.156292157,0.949355613,1,1.116349578,20,381.0524996,0,1,4096,0.6,0.12,0.005,0.5,50,0.135133405,1
214,4,99,29,25,48.58058258,7.120853185,0.108233032,0.010197534,0.105604597,1,0.163134583,473.6276689,48.5280192,7.239951959,0.128131034,0.017616479,0.058681478,1.027486657,0.468466644,1,0.842739769,20,444.1297262,0,1,4096,0.8,0.12,0.005,0.5,50,0.048470944,1
215,5,55,22,21,41.20897301,7.800822941,0.105196427,0.012588849,0.081626232,1,0.087988238,283.9057368,44.91896284,9.310698785,0.137095142,0.027311296,0.030962893,0.829765192,0.325564889,1,0.502135543,20,260.9852895,1,0,4096,1,0.12,0.005,0.5,50,0.042339527,1
216,6,82,27,24,44.41610719,7.04685222,0.118183546,0.012754223,0.082255476,1,0.109161051,413.1183484,44.386264,7.563766052,0.142535982,0.03549025,0.0452547,0.38944378,0.625657143,1,0.762845922,20,383.8228552,0,1,4096,0.2,0.18,0.005,0.5,50,0.039168876,1
217,7,64,29,22,48.9348357,8.832697909,0.154973607,0.024513336,0.035071652,1,0.068719331,361.4106002,49.98574721,8.354874389,0.23794071,0.066897067,0.013161012,0.458933846,0.421425189,1,0.646934036,20,343.8822279,1,0,4096,0.4,0.18,0.005,0.5,50,0.014055705,1
218,8,71,29,22,44.62060949,7.567031188,0.169225426,0.026524307,0.035192115,1,0.063475907,395.8755949,43.39960403,6.531845799,0.287254291,0.076224027,0.012432886,1.505689873,0.223933765,1,0.546410414,20,362.2987919,0,0,4096,0.6,0.18,0.005,0.5,50,0.009643997,1
219,9,69,28,20,50.97272908,8.93271715,0.121927478,0.015455208,0.055859553,1,0.061930549,366.7954635,49.16179868,8.306164341,0.236109135,0.07915956,0.012906287,0.624219782,0.288244305,1,0.562662903,20,340.7375929,1,1,4096,0.8,0.18,0.005,0.5,50,0.01427462,1
220,10,69,31,23,52.37159356,8.67051782,0.142737819,0.017485232,0.043305728,1,0.084126461,380.6654421,55.16800455,9.319397054,0.163858984,0.032067178,0.026764511,0.827736522,0.528180608,1,0.641262952,20,358.1279083,0,1,4096,1,0.18,0.005,0.5,50,0.02963805,1
221,1,187,21,25,43.19413747,7.23651148,0.088442332,0.004646894,0.24364454,1,0.310086397,684.4828991,40.42778862,10.63464956,0.101880301,0.031258182,0.154174904,4.05E-10,0.650642889,1,2.753248898,20,556.8767901,0,1,4096,0.2,0.12,0.01,0.5,50,0.153334433,1
222,2,180,25,23,54.8684081,8.795513866,0.085312404,0.004926587,0.219268971,1,0.252258849,680.5920384,43.62001893,7.846018581,0.123003946,0.020047616,0.096486583,0.620491177,0.447817011,1,1.724878693,20,589.4993464,0,1,4096,0.4,0.12,0.01,0.5,50,0.105191837,1
223,3,183,29,25,62.68951492,9.514551619,0.090310305,0.005446548,0.178769863,1,0.300357072,737.5260746,56.25830136,9.953538376,0.114850948,0.019150468,0.090516958,0.356512275,0.505490526,1,1.642796719,20,632.2323534,1,1,4096,0.6,0.12,0.01,0.5,50,0.120656568,1
224,4,204,31,25,62.51770893,9.027540227,0.091113912,0.005364255,0.228898521,1,0.29128563,796.5826567,55.71967192,8.934655584,0.117626347,0.016947323,0.106097394,0.558433373,0.509202472,1,1.787624959,20,703.914466,1,1,4096,0.8,0.12,0.01,0.5,50,0.115029945,1
225,5,177,24,25,53.42518785,8.79835274,0.087541144,0.00531735,0.183357731,1,0.322703969,702.0560734,35.23164505,5.776776521,0.144028997,0.023008527,0.091327747,1.064890962,0.455840291,1,1.483888415,20,629.7661123,0,1,4096,1,0.12,0.01,0.5,50,0.07672206,1
226,6,249,34,25,73.39605709,10.11938197,0.094051644,0.005099583,0.149742097,1,0.334926192,1020.949651,46.33188509,6.421520188,0.194019057,0.049594619,0.039859237,0.236639631,0.420011902,1,2.292624231,20,920.4917925,1,1,4096,0.2,0.18,0.01,0.5,50,0.042279647,1
227,7,220,38,25,65.95418034,9.45980537,0.12349455,0.010588405,0.100583684,1,0.311106133,987.1613119,56.1588726,7.605293566,0.176343386,0.032351113,0.042508069,0.348317647,0.492266281,1,2.01184413,20,905.4651522,1,1,4096,0.4,0.18,0.01,0.5,50,0.051180177,1
228,8,238,36,25,56.54770989,7.956617655,0.136917519,0.012574245,0.092747216,1,0.339211011,1067.687362,48.48312348,5.742671285,0.189272773,0.03156647,0.045030887,0.527535346,0.475043237,1,2.306737852,20,963.1809895,1,1,4096,0.6,0.18,0.01,0.5,50,0.044426678,1
229,9,176,40,25,60.09688097,9.036447173,0.153353484,0.017286462,0.068628855,1,0.219229186,865.568327,66.115543,9.347671656,0.148634205,0.020455785,0.055364476,0.519428012,0.676122598,1,1.749031552,20,801.1750845,0,0,4096,0.8,0.18,0.01,0.5,50,0.072041476,0
230,10,200,35,25,55.04081873,7.606146553,0.137457508,0.012101606,0.090841769,1,0.304052087,913.5615609,50.41155328,6.38849618,0.160029627,0.019526695,0.065182705,1.000511729,0.564349405,1,1.877442273,20,848.2977177,1,1,4096,1,0.18,0.01,0.5,50,0.062146882,1
231,1,181,23,23,85.12691866,16.16746968,0.035618137,0.002069389,0.802110184,1,0.144146899,443.0071445,39.65885956,13.93183377,0.344599747,0.277653587,0.007241339,0.098550272,0.090323929,1,1.505394844,20,360.1929527,1,0,4096,0.2,0.12,0.005,0.25,50,0.006701318,1
232,2,173,23,22,49.07730205,7.896864005,0.071000439,0.003478838,0.387197947,1,0.177108773,576.6332209,37.46822924,6.449413999,0.187474677,0.062445893,0.025020736,0.33855661,0.174007827,1,1.324302944,20,416.1342401,0,0,4096,0.4,0.12,0.005,0.25,50,0.022641485,1
233,3,147,25,21,45.05706564,6.56676036,0.087244524,0.004958534,0.307097374,1,0.159207153,553.3010192,43.26095516,7.056989831,0.140378913,0.024216672,0.048762372,0.723317939,0.232015768,1,1.125585675,20,414.4531676,0,1,4096,0.6,0.12,0.005,0.25,50,0.040381866,1
234,4,147,26,23,62.64952425,9.882014574,0.064146386,0.003519023,0.34428568,1,0.155765216,542.9871904,58.47546035,10.45580456,0.103908308,0.015836824,0.063878792,0.694441479,0.268462681,1,1.085468459,20,441.3111265,1,1,4096,0.8,0.12,0.005,0.25,50,0.073703751,1
235,5,83,21,20,44.98093136,8.123056544,0.086010877,0.007053678,0.151550184,1,0.102355119,366.6346029,44.58726387,9.491457567,0.111175919,0.022757596,0.059418681,0.948019089,0.325440265,1,0.569653042,20,306.8370172,0,1,4096,1,0.12,0.005,0.25,50,0.064382625,1
236,6,125,25,24,70.66372417,12.15813323,0.054745829,0.003507421,0.336467781,1,0.140851045,455.2929152,41.13227062,6.592009913,0.22264511,0.12176696,0.016486371,0.197595323,0.195332525,1,0.945694796,20,399.8451895,1,1,4096,0.2,0.18,0.005,0.25,50,0.016053281,1
237,7,120,33,25,90.71788477,13.70541255,0.063975386,0.004094433,0.194031844,1,0.127604791,517.1726274,60.95792952,10.58395685,0.197178457,0.082647858,0.017280035,0.356756751,0.237780138,1,0.896856558,20,466.8764787,1,1,4096,0.4,0.18,0.005,0.25,50,0.020467802,1
238,8,108,29,21,58.08840827,8.952706951,0.093749971,0.007274577,0.136527657,1,0.118459765,495.200349,58.61553143,10.08381993,0.138051128,0.023511537,0.035290887,0.544185324,0.278704112,1,0.814566056,20,425.7374075,0,1,4096,0.6,0.18,0.005,0.25,50,0.041755166,1
239,9,116,31,24,45.97328646,6.440906689,0.145035521,0.01565996,0.073018614,1,0.091046786,581.6013702,46.41017914,6.158597068,0.21947797,0.041383882,0.020947184,1.058597161,0.205323194,1,0.848766855,20,477.0358878,1,0,4096,0.8,0.18,0.005,0.25,50,0.016519932,1
240,10,89,29,24,65.44662275,11.08191664,0.097740107,0.009662835,0.07913712,1,0.11049151,446.6441381,42.27600425,5.825864198,0.279497295,0.076257196,0.013598387,1.512700137,0.151671474,1,0.581346615,20,384.1098245,1,0,4096,1,0.18,0.005,0.25,50,0.010186733,1
241,1,456,29,25,91.98441304,14.5681336,0.035073907,0.001255168,1.819101192,1,0.266677554,679.7239014,76.51736591,13.25270107,0.051384797,0.008168436,0.573127082,0.17945322,0.569617439,1,5.763494194,20,493.3944498,1,1,4096,0.2,0.12,0.01,0.25,50,0.602768904,1
242,2,411,30,24,61.19380643,8.244080422,0.061033171,0.001760522,1.238497867,1,0.35977207,889.0950196,44.9312258,6.440029356,0.126986525,0.021572274,0.11072071,0.421464477,0.252127084,1,3.355146301,20,546.1528348,1,1,4096,0.4,0.12,0.01,0.25,50,0.098697205,1
243,3,387,30,25,69.68511307,9.886447886,0.054997481,0.001780055,0.948346608,1,0.277887301,903.5711569,57.98278975,9.072336523,0.08793937,0.012120535,0.1950317,0.568937156,0.331729034,1,2.784643642,20,576.3332079,1,1,4096,0.6,0.12,0.01,0.25,50,0.20580382,1
244,4,327,30,25,54.37754571,6.97261452,0.079271494,0.002796256,0.484241675,1,0.304021041,989.3694032,41.16760633,5.099761231,0.150067126,0.021352765,0.081130431,0.992071143,0.202455816,1,2.044433204,20,569.9678052,0,1,4096,0.8,0.12,0.01,0.25,50,0.070672263,1
245,5,404,35,25,63.83768976,7.606286266,0.076547913,0.002597726,0.578002089,1,0.422917688,1142.223861,53.05845617,6.421016374,0.131529517,0.014708583,0.092673742,0.889468503,0.224234282,1,2.899279257,20,691.5198941,1,1,4096,1,0.12,0.01,0.25,50,0.091997004,1
246,6,398,40,24,94.50526582,11.78171746,0.060001574,0.002080571,0.498094201,1,0.379949256,1148.98825,51.08929654,4.444949484,0.23204225,0.051564722,0.027933212,0.146679176,0.188490859,1,2.739054,20,904.3713778,1,1,4096,0.2,0.18,0.01,0.25,50,0.029558745,1
247,7,320,37,25,61.68765325,6.995691869,0.092725208,0.004031432,0.313874991,1,0.345824365,1123.610306,45.78365103,3.996082174,0.229056341,0.044960955,0.03189017,0.452370132,0.18898528,1,1.902079976,20,791.9533691,1,1,4096,0.4,0.18,0.01,0.25,50,0.030334406,1
248,8,261,35,25,62.22031963,7.62284709,0.094650978,0.004866526,0.207460539,1,0.284545477,1011.168053,47.07734878,5.075249137,0.17418979,0.024194727,0.052590574,0.654146873,0.260223835,1,1.764170603,20,778.5635299,1,1,4096,0.6,0.18,0.01,0.25,50,0.052453532,1
249,9,207,35,25,57.20861711,6.831923338,0.102868992,0.005838917,0.203410041,1,0.305465082,841.1555134,47.43044941,5.114941635,0.177556846,0.024172153,0.04827366,0.7431189,0.267249667,1,1.33389411,20,678.0958473,1,1,4096,0.8,0.18,0.01,0.25,50,0.050483016,1
250,10,151,31,25,63.24889308,8.805469453,0.087658229,0.005298536,0.163985456,1,0.163740424,656.146627,42.67063944,5.416800107,0.198358352,0.038473611,0.033196736,1.024788496,0.204609902,1,0.973949448,20,521.810867,1,1,4096,1,0.18,0.01,0.25,50,0.040450058,1
251,1,112,30,25,69.89877939,10.91716732,0.075544493,0.005704648,0.149872472,1,0.193946278,495.2702633,60.9181476,10.67320274,0.123024841,0.027316537,0.044080237,0.239848192,0.461922748,1,0.821456671,20,457.0880046,1,1,4096,0.2,0.12,0.005,0.5,50,0.052578054,1
252,2,74,24,24,51.12635269,8.971270418,0.09177871,0.00869235,0.098985922,1,0.107773852,361.7869357,45.90996765,8.96185103,0.142807283,0.037678807,0.033334331,0.242030352,0.494954855,1,0.55465246,20,339.7596349,0,1,4096,0.4,0.12,0.005,0.5,50,0.039020194,1
253,3,99,29,25,57.54075743,8.876991676,0.097422806,0.008370421,0.099610944,1,0.113362157,476.3624311,57.54057197,9.718733819,0.120369946,0.019150266,0.049433915,0.795797509,0.452936198,1,0.809255672,20,440.128838,1,1,4096,0.6,0.12,0.005,0.5,50,0.054922969,1
254,4,80,25,24,59.70625802,10.58752213,0.079530237,0.007309439,0.115693662,1,0.10852929,378.3670642,57.32878397,10.71129272,0.095436787,0.015229639,0.069882144,0.538191702,0.629383033,1,0.661839855,20,359.1521656,1,1,4096,0.8,0.12,0.005,0.5,50,0.087369231,1
255,5,93,21,23,38.28697327,6.491412352,0.09340432,0.008231084,0.157001263,1,0.121132886,405.2658882,35.11342683,6.099475852,0.112895269,0.015842208,0.096949873,1.426903378,0.500622652,1,0.744731144,20,371.585338,0,1,4096,1,0.12,0.005,0.5,50,0.062436514,1
256,6,92,31,25,49.11023154,7.869970832,0.142394645,0.01853258,0.0549928,1,0.111554643,486.0930967,46.75436187,6.158085704,0.254857918,0.062510205,0.014896412,0.398580187,0.381175435,1,0.657848565,20,455.0628204,0,0,4096,0.2,0.18,0.005,0.5,50,0.01225163,1
257,7,98,34,25,76.47683985,12.00632477,0.093243732,0.008527051,0.080708688,1,0.101654875,490.4727703,58.04956251,9.271809097,0.185799002,0.06275662,0.02229787,0.281483709,0.468287343,1,0.801725829,20,467.4864617,1,1,4096,0.4,0.18,0.005,0.5,50,0.023051722,1
258,8,69,29,22,57.32355062,10.46399561,0.118654623,0.014248159,0.053134993,1,0.095369097,369.8437246,54.6374222,10.51973511,0.156455892,0.04506482,0.027391831,0.537839657,0.598364783,1,0.623256238,20,355.3677736,1,1,4096,0.6,0.18,0.005,0.5,50,0.032509201,1
259,9,80,28,22,40.50078386,6.033016917,0.157104674,0.019647249,0.053585983,1,0.093338756,429.9087454,38.25505902,5.008760944,0.216909605,0.052014897,0.026007347,0.85239004,0.527191023,1,0.563419704,20,407.0805535,0,0,4096,0.8,0.18,0.005,0.5,50,0.016913464,1
260,10,74,27,25,39.09196407,6.273817861,0.170670007,0.024642997,0.042035017,1,0.097517407,405.6249075,39.50039831,5.779234418,0.233101657,0.06083999,0.01884439,0.840987454,0.390308324,1,0.518735675,20,375.7827068,1,0,4096,1,0.18,0.005,0.5,50,0.014645339,1
261,1,258,33,25,67.1963284,9.012060874,0.086149463,0.004139059,0.222473444,1,0.402866316,960.0852122,60.00846026,8.991474508,0.105826771,0.014374323,0.13108671,0.211709021,0.611415641,1,2.327102844,20,846.9566651,1,1,4096,0.2,0.12,0.01,0.5,50,0.142111439,1
262,2,275,34,25,59.98033221,7.375525727,0.099964067,0.004623332,0.201217635,1,0.46871355,1060.32455,61.44915086,9.053199934,0.102621545,0.013217283,0.154400816,0.350666084,0.622583001,1,2.652782373,20,895.1420089,0,1,4096,0.4,0.12,0.01,0.5,50,0.151127338,1
263,3,207,27,25,45.365227,6.320837249,0.103785803,0.006318197,0.207568451,1,0.303643155,793.0075159,40.9848195,5.84100347,0.127839751,0.015838587,0.114373632,0.582856157,0.49896339,1,1.754118478,20,678.8872545,0,1,4096,0.6,0.12,0.01,0.5,50,0.097384154,1
264,4,234,33,25,51.84661927,6.428148928,0.110257384,0.006718881,0.208032904,1,0.344570549,911.397483,50.91798896,6.6770822,0.124660739,0.013567585,0.120625885,1.01357225,0.493812049,1,1.99817301,20,813.3833653,1,1,4096,0.8,0.12,0.01,0.5,50,0.102414332,1
265,5,160,29,25,45.2369157,6.410983763,0.11729383,0.009577971,0.158407327,1,0.228335067,687.8275622,42.161259,5.859015237,0.145432411,0.021978014,0.080052531,0.628275032,0.504437208,1,1.487425538,20,614.6374444,0,0,4096,1,0.12,0.01,0.5,50,0.075248478,1
266,6,204,36,25,62.64723263,7.977941287,0.109097648,0.006884206,0.140469948,1,0.276092537,878.6877518,58.03934213,10.19568518,0.132326855,0.031520213,0.080644963,0.157702408,0.669432992,1,2.320743859,20,795.2907154,1,1,4096,0.2,0.18,0.01,0.5,50,0.090891685,1
267,7,190,37,25,55.41834287,6.86669433,0.132868474,0.010516469,0.107476354,1,0.287085076,865.6799205,53.48506074,6.586037017,0.156594144,0.02280023,0.062765118,0.403705319,0.577559367,1,1.786927597,20,786.9683177,1,1,4096,0.4,0.18,0.01,0.5,50,0.064903647,1
268,8,194,36,25,55.6962493,7.430019557,0.131594995,0.011544593,0.098645539,1,0.265703273,887.7203789,45.60944627,4.648629021,0.216320859,0.041642906,0.035299184,0.560263163,0.379772697,1,1.981198339,20,786.1175132,1,1,4096,0.6,0.18,0.01,0.5,50,0.034011308,1
269,9,134,30,25,44.30085582,6.586843544,0.144613801,0.015794767,0.080692898,1,0.190782519,645.430307,37.90793118,4.286396037,0.232158487,0.062387744,0.029279516,0.754170375,0.376568321,1,1.293445416,20,586.0618975,0,0,4096,0.8,0.18,0.01,0.5,50,0.029529154,1
270,10,161,42,25,63.86914052,8.139253291,0.14315793,0.012982966,0.075441382,1,0.169471594,798.3427282,56.06608446,5.724591788,0.19490415,0.025221889,0.040243601,1.291415407,0.429792571,1,1.790083468,20,749.4701114,1,1,4096,1,0.18,0.01,0.5,50,0.041896521,1
271,1,208,27,22,77.38067469,12.45921082,0.048226548,0.002180324,0.546475084,1,0.211123474,614.0323281,51.53408818,10.08135284,0.144704723,0.04263448,0.037007041,0.122919768,0.210918018,1,1.461407129,20,454.0344904,1,1,4096,0.2,0.12,0.005,0.25,50,0.038003599,1
272,2,169,26,22,70.53877025,11.48322082,0.05309195,0.002652714,0.462445434,1,0.182865671,536.5679742,46.59031337,8.732692765,0.142803764,0.034267752,0.044910345,0.309868172,0.23603859,1,1.201048585,20,419.7148966,1,1,4096,0.4,0.12,0.005,0.25,50,0.039022117,1
273,3,199,32,24,85.5277753,12.48417072,0.05578283,0.002714317,0.396496671,1,0.240808682,672.3436138,65.24264729,10.89635332,0.109965283,0.017344229,0.07523257,0.737751134,0.284249076,1,1.408797677,20,544.2962047,1,1,4096,0.6,0.12,0.005,0.25,50,0.065808038,1
274,4,122,24,23,60.62986975,10.16982615,0.065765996,0.003812094,0.252387372,1,0.136398117,474.5668051,54.04746109,10.37423822,0.111397498,0.017044302,0.055055466,0.716960737,0.265086389,1,0.753285646,20,402.8844326,1,1,4096,0.8,0.12,0.005,0.25,50,0.064126754,1
275,5,115,23,23,55.18441282,9.582497411,0.071566278,0.005234579,0.22128453,1,0.136089496,461.3852357,57.71490566,11.56051348,0.096937731,0.015532551,0.064719889,1.112685169,0.251528679,1,0.75921222,20,356.2982494,0,1,4096,1,0.12,0.005,0.25,50,0.084684599,1
276,6,119,27,23,57.55212116,9.385592271,0.084655168,0.006865134,0.177839735,1,0.130944061,501.8499919,49.43781967,8.529128874,0.156551181,0.033025046,0.032424488,0.277521647,0.292521242,1,0.824084874,20,425.6138507,1,1,4096,0.2,0.18,0.005,0.25,50,0.032469637,1
277,7,93,27,23,75.77645891,12.7245659,0.066189563,0.004738736,0.165150916,1,0.103982683,410.0876499,56.98708782,11.72819965,0.142106781,0.037273493,0.031187619,0.362470005,0.304018775,1,0.61468759,20,362.0284219,1,1,4096,0.4,0.18,0.005,0.25,50,0.039405835,1
278,8,68,26,21,76.46027967,14.31691333,0.080861797,0.008316615,0.076836133,1,0.096393903,348.2157579,62.22505027,15.06159178,0.139897694,0.030366915,0.025318968,0.989918881,0.249676387,1,0.451091643,20,322.0853428,1,1,4096,0.6,0.18,0.005,0.25,50,0.040660154,1
279,9,96,31,23,75.71765445,12.54502727,0.090489207,0.008458708,0.088547239,1,0.119685741,471.9316253,54.39971712,9.120376369,0.197330574,0.045788467,0.019374259,0.76202262,0.235921569,1,0.612664978,20,422.6925411,1,1,4096,0.8,0.18,0.005,0.25,50,0.020436258,1
280,10,89,26,24,43.64806562,7.682067435,0.13031093,0.015626383,0.076067038,1,0.086401649,447.039902,39.4566215,6.369559653,0.207799655,0.047046355,0.023365256,0.968681122,0.233124408,1,0.54121325,20,377.6331336,0,1,4096,1,0.18,0.005,0.25,50,0.018428946,1
281,1,647,29,23,75.03346875,11.21642909,0.04600761,0.001289968,1.315042019,1,0.374728274,1061.354544,37.44638163,4.408404056,0.194279932,0.045112861,0.04396306,0.374826058,0.148539736,1,4.991637385,20,639.5542692,1,0,4096,0.2,0.12,0.01,0.25,50,0.042166179,1
282,2,443,28,22,54.66073562,7.48219495,0.066675962,0.001988802,0.787106569,1,0.342241526,1051.738309,41.18802591,5.624082979,0.13703972,0.02137807,0.089064281,0.524753198,0.218980326,1,3.262774249,20,578.8304034,0,1,4096,0.4,0.12,0.01,0.25,50,0.084747561,1
283,3,403,29,23,71.09868146,10.4945302,0.050458178,0.001691851,1.035435729,1,0.272738369,819.0555009,40.15422484,5.167262055,0.153587844,0.026476947,0.073569571,0.72881435,0.191286824,1,3.516668542,20,514.7029576,1,1,4096,0.6,0.12,0.01,0.25,50,0.067469338,1
284,4,446,29,24,59.4726189,8.177530131,0.062338483,0.00185215,0.878859033,1,0.354840489,1038.986257,43.61912655,6.32303612,0.133039591,0.023487327,0.091994289,0.699149984,0.236057036,1,3.095156459,20,659.8510265,1,1,4096,0.8,0.12,0.01,0.25,50,0.089920421,1
285,5,477,35,25,62.58908531,7.3922285,0.075135041,0.002492051,0.643408529,1,0.434992512,1246.922594,58.8510447,7.590699348,0.108747143,0.011811938,0.135089266,0.89502094,0.26739029,1,3.599180051,20,757.8344255,1,1,4096,1,0.12,0.01,0.25,50,0.134581208,1
